sex,country,year,age,generation,suicides_no,population,suicides/100k pop,Suma - HDI for year,Suma -  gdp_for_year ($) ,Suma - gdp_per_capita ($)
male,Montenegro,2008,75+ years,6,9,11937,"75,4",,4545674528,7705
male,Montenegro,2009,15-24 years,5,3,48709,"6,16",,4159330370,7023
male,Montenegro,2009,25-34 years,3,1,47403,"2,11",,4159330370,7023
male,Montenegro,2009,35-54 years,1,34,84584,"40,2",,4159330370,7023
male,Montenegro,2009,5-14 years,4,1,42803,"2,34",,4159330370,7023
male,Montenegro,2009,55-74 years,6,23,54561,"42,15",,4159330370,7023
male,Montenegro,2009,75+ years,6,15,12568,"119,35",,4159330370,7023
male,Montenegro,2010,15-24 years,,,,,,,
male,Montenegro,2010,25-34 years,,,,,,,
male,Montenegro,2010,35-54 years,,,,,,,
male,Montenegro,2010,5-14 years,,,,,,,
male,Montenegro,2010,55-74 years,,,,,,,
male,Montenegro,2010,75+ years,,,,,,,
male,Montenegro,2011,15-24 years,,,,,,,
male,Montenegro,2011,25-34 years,,,,,,,
male,Montenegro,2011,35-54 years,,,,,,,
male,Montenegro,2011,5-14 years,,,,,,,
male,Montenegro,2011,55-74 years,,,,,,,
male,Montenegro,2011,75+ years,,,,,,,
male,Montenegro,2012,15-24 years,,,,,,,
male,Montenegro,2012,25-34 years,,,,,,,
male,Montenegro,2012,35-54 years,,,,,,,
male,Montenegro,2012,5-14 years,,,,,,,
male,Montenegro,2012,55-74 years,,,,,,,
male,Montenegro,2012,75+ years,,,,,,,
male,Montenegro,2013,15-24 years,,,,,,,
male,Montenegro,2013,25-34 years,,,,,,,
male,Montenegro,2013,35-54 years,,,,,,,
male,Montenegro,2013,5-14 years,,,,,,,
male,Montenegro,2013,55-74 years,,,,,,,
male,Montenegro,2013,75+ years,,,,,,,
male,Montenegro,2014,15-24 years,,,,,,,
male,Montenegro,2014,25-34 years,,,,,,,
male,Montenegro,2014,35-54 years,,,,,,,
male,Montenegro,2014,5-14 years,,,,,,,
male,Montenegro,2014,55-74 years,,,,,,,
male,Montenegro,2014,75+ years,,,,,,,
male,Montenegro,2015,15-24 years,,,,,,,
male,Montenegro,2015,25-34 years,,,,,,,
male,Montenegro,2015,35-54 years,,,,,,,
male,Montenegro,2015,5-14 years,,,,,,,
male,Montenegro,2015,55-74 years,,,,,,,
male,Montenegro,2015,75+ years,,,,,,,
male,Montenegro,2016,15-24 years,,,,,,,
male,Montenegro,2016,25-34 years,,,,,,,
male,Montenegro,2016,35-54 years,,,,,,,
male,Montenegro,2016,5-14 years,,,,,,,
male,Montenegro,2016,55-74 years,,,,,,,
male,Montenegro,2016,75+ years,,,,,,,
male,Netherlands,1985,15-24 years,3,136,1278200,"10,64",799,142009922306,10428
male,Netherlands,1985,25-34 years,1,212,1202800,"17,63",799,142009922306,10428
male,Netherlands,1985,35-54 years,6,333,1877900,"17,73",799,142009922306,10428
male,Netherlands,1985,5-14 years,3,5,995000,"0,5",799,142009922306,10428
male,Netherlands,1985,55-74 years,2,256,1108000,"23,1",799,142009922306,10428
male,Netherlands,1985,75+ years,2,106,258800,"40,96",799,142009922306,10428
male,Netherlands,1986,15-24 years,3,104,1276700,"8,15",,198298498021,14479
male,Netherlands,1986,25-34 years,1,185,1217600,"15,19",,198298498021,14479
male,Netherlands,1986,35-54 years,6,327,1912900,"17,09",,198298498021,14479
male,Netherlands,1986,5-14 years,3,3,966300,"0,31",,198298498021,14479
male,Netherlands,1986,55-74 years,2,267,1121600,"23,81",,198298498021,14479
male,Netherlands,1986,75+ years,2,112,261600,"42,81",,198298498021,14479
male,Netherlands,1987,15-24 years,3,117,1268600,"9,22",,241918791123,17560
male,Netherlands,1987,25-34 years,1,189,1233700,"15,32",,241918791123,17560
male,Netherlands,1987,35-54 years,6,329,1950400,"16,87",,241918791123,17560
male,Netherlands,1987,5-14 years,3,3,942700,"0,32",,241918791123,17560
male,Netherlands,1987,55-74 years,2,246,1134600,"21,68",,241918791123,17560
male,Netherlands,1987,75+ years,2,111,265500,"41,81",,241918791123,17560
male,Netherlands,1988,15-24 years,3,102,1250800,"8,15",,258567751143,18661
male,Netherlands,1988,25-34 years,1,202,1251700,"16,14",,258567751143,18661
male,Netherlands,1988,35-54 years,6,309,1988500,"15,54",,258567751143,18661
male,Netherlands,1988,5-14 years,3,5,925400,"0,54",,258567751143,18661
male,Netherlands,1988,55-74 years,2,235,1145800,"20,51",,258567751143,18661
male,Netherlands,1988,75+ years,2,112,270900,"41,34",,258567751143,18661
male,Netherlands,1989,15-24 years,3,109,1224000,"8,91",,255039560740,18310
male,Netherlands,1989,25-34 years,1,195,1269800,"15,36",,255039560740,18310
male,Netherlands,1989,35-54 years,6,330,2026600,"16,28",,255039560740,18310
male,Netherlands,1989,5-14 years,3,3,916100,"0,33",,255039560740,18310
male,Netherlands,1989,55-74 years,2,236,1155700,"20,42",,255039560740,18310
male,Netherlands,1989,75+ years,2,80,275900,29,,255039560740,18310
male,Netherlands,1990,15-24 years,3,98,1195500,"8,2",829,314267667675,22425
male,Netherlands,1990,25-34 years,1,204,1287400,"15,85",829,314267667675,22425
male,Netherlands,1990,35-54 years,6,322,2065400,"15,59",829,314267667675,22425
male,Netherlands,1990,5-14 years,3,5,915200,"0,55",829,314267667675,22425
male,Netherlands,1990,55-74 years,2,185,1167900,"15,84",829,314267667675,22425
male,Netherlands,1990,75+ years,2,95,279100,"34,04",829,314267667675,22425
male,Netherlands,1991,15-24 years,3,114,1167200,"9,77",,323320449906,22906
male,Netherlands,1991,25-34 years,1,198,1305600,"15,17",,323320449906,22906
male,Netherlands,1991,35-54 years,1,374,2106700,"17,75",,323320449906,22906
male,Netherlands,1991,5-14 years,5,3,918500,"0,33",,323320449906,22906
male,Netherlands,1991,55-74 years,6,225,1181700,"19,04",,323320449906,22906
male,Netherlands,1991,75+ years,2,119,282200,"42,17",,323320449906,22906
male,Netherlands,1992,15-24 years,3,103,1138000,"9,05",,358330385840,25205
male,Netherlands,1992,25-34 years,1,208,1318100,"15,78",,358330385840,25205
male,Netherlands,1992,35-54 years,1,381,2149600,"17,72",,358330385840,25205
male,Netherlands,1992,5-14 years,5,1,925300,"0,11",,358330385840,25205
male,Netherlands,1992,55-74 years,6,242,1196700,"20,22",,358330385840,25205
male,Netherlands,1992,75+ years,2,106,285300,"37,15",,358330385840,25205
male,Netherlands,1993,15-24 years,3,115,1107600,"10,38",,349037818106,24385
male,Netherlands,1993,25-34 years,1,216,1327900,"16,27",,349037818106,24385
male,Netherlands,1993,35-54 years,1,361,2191300,"16,47",,349037818106,24385
male,Netherlands,1993,5-14 years,5,3,933300,"0,32",,349037818106,24385
male,Netherlands,1993,55-74 years,6,239,1213500,"19,7",,349037818106,24385
male,Netherlands,1993,75+ years,2,86,287400,"29,92",,349037818106,24385
male,Netherlands,1994,15-24 years,3,98,1072500,"9,14",,374291430318,25997
male,Netherlands,1994,25-34 years,1,216,1335500,"16,17",,374291430318,25997
male,Netherlands,1994,35-54 years,1,415,2231800,"18,59",,374291430318,25997
male,Netherlands,1994,5-14 years,5,3,941100,"0,32",,374291430318,25997
male,Netherlands,1994,55-74 years,6,254,1232600,"20,61",,374291430318,25997
male,Netherlands,1994,75+ years,2,98,289300,"33,87",,374291430318,25997
male,Netherlands,1995,15-24 years,3,95,1036300,"9,17",861,446528959649,30850
male,Netherlands,1995,25-34 years,3,194,1339800,"14,48",861,446528959649,30850
male,Netherlands,1995,35-54 years,1,404,2270500,"17,79",861,446528959649,30850
male,Netherlands,1995,5-14 years,5,5,949500,"0,53",861,446528959649,30850
male,Netherlands,1995,55-74 years,6,226,1249500,"18,09",861,446528959649,30850
male,Netherlands,1995,75+ years,2,76,295400,"25,73",861,446528959649,30850
male,Netherlands,1996,15-24 years,3,85,1006800,"8,44",,445704575163,30625
male,Netherlands,1996,25-34 years,3,226,1336900,"16,9",,445704575163,30625
male,Netherlands,1996,35-54 years,1,419,2308800,"18,15",,445704575163,30625
male,Netherlands,1996,5-14 years,5,4,959800,"0,42",,445704575163,30625
male,Netherlands,1996,55-74 years,6,207,1263600,"16,38",,445704575163,30625
male,Netherlands,1996,75+ years,2,102,303800,"33,57",,445704575163,30625
male,Netherlands,1997,15-24 years,3,111,982900,"11,29",,412199006099,28156
male,Netherlands,1997,25-34 years,3,210,1327000,"15,83",,412199006099,28156
male,Netherlands,1997,35-54 years,1,398,2348800,"16,94",,412199006099,28156
male,Netherlands,1997,5-14 years,5,11,971900,"1,13",,412199006099,28156
male,Netherlands,1997,55-74 years,6,206,1279200,"16,1",,412199006099,28156
male,Netherlands,1997,75+ years,2,106,311700,"34,01",,412199006099,28156
male,Netherlands,1998,15-24 years,3,89,967100,"9,2",,432476116419,29351
male,Netherlands,1998,25-34 years,3,226,1308900,"17,27",,432476116419,29351
male,Netherlands,1998,35-54 years,1,375,2387900,"15,7",,432476116419,29351
male,Netherlands,1998,5-14 years,5,6,984900,"0,61",,432476116419,29351
male,Netherlands,1998,55-74 years,6,205,1300000,"15,77",,432476116419,29351
male,Netherlands,1998,75+ years,2,101,320300,"31,53",,432476116419,29351
male,Netherlands,1999,15-24 years,3,82,960000,"8,54",,441975282335,29799
male,Netherlands,1999,25-34 years,3,193,1281700,"15,06",,441975282335,29799
male,Netherlands,1999,35-54 years,1,427,2424400,"17,61",,441975282335,29799
male,Netherlands,1999,5-14 years,5,7,997200,"0,7",,441975282335,29799
male,Netherlands,1999,55-74 years,6,218,1326500,"16,43",,441975282335,29799
male,Netherlands,1999,75+ years,2,89,328400,"27,1",,441975282335,29799
male,Netherlands,2000,15-24 years,3,90,960741,"9,37",877,412807259996,27644
male,Netherlands,2000,25-34 years,3,162,1251135,"12,95",877,412807259996,27644
male,Netherlands,2000,35-54 years,1,440,2462006,"17,87",877,412807259996,27644
male,Netherlands,2000,5-14 years,5,5,1006683,"0,5",877,412807259996,27644
male,Netherlands,2000,55-74 years,6,208,1354147,"15,36",877,412807259996,27644
male,Netherlands,2000,75+ years,2,95,335400,"28,32",877,412807259996,27644
male,Netherlands,2001,15-24 years,5,71,968251,"7,33",,426573601790,28366
male,Netherlands,2001,25-34 years,3,183,1222239,"14,97",,426573601790,28366
male,Netherlands,2001,35-54 years,1,452,2481934,"18,21",,426573601790,28366
male,Netherlands,2001,5-14 years,5,1,1012887,"0,1",,426573601790,28366
male,Netherlands,2001,55-74 years,6,208,1397177,"14,89",,426573601790,28366
male,Netherlands,2001,75+ years,6,95,342815,"27,71",,426573601790,28366
male,Netherlands,2002,15-24 years,5,80,978378,"8,18",,465368906456,30757
male,Netherlands,2002,25-34 years,3,179,1191890,"15,02",,465368906456,30757
male,Netherlands,2002,35-54 years,1,482,2481771,"19,42",,465368906456,30757
male,Netherlands,2002,5-14 years,5,5,1015880,"0,49",,465368906456,30757
male,Netherlands,2002,55-74 years,6,227,1454558,"15,61",,465368906456,30757
male,Netherlands,2002,75+ years,6,90,350179,"25,7",,465368906456,30757
male,Netherlands,2003,15-24 years,5,68,985449,"6,9",,571863431151,37614
male,Netherlands,2003,25-34 years,3,165,1157639,"14,25",,571863431151,37614
male,Netherlands,2003,35-54 years,1,459,2483688,"18,48",,571863431151,37614
male,Netherlands,2003,5-14 years,5,2,1018379,"0,2",,571863431151,37614
male,Netherlands,2003,55-74 years,6,246,1504780,"16,35",,571863431151,37614
male,Netherlands,2003,75+ years,6,78,357715,"21,81",,571863431151,37614
male,Netherlands,2004,15-24 years,5,72,988827,"7,28",,650532654582,42614
male,Netherlands,2004,25-34 years,3,141,1118373,"12,61",,650532654582,42614
male,Netherlands,2004,35-54 years,1,489,2492028,"19,62",,650532654582,42614
male,Netherlands,2004,5-14 years,5,7,1021382,"0,69",,650532654582,42614
male,Netherlands,2004,55-74 years,6,230,1548535,"14,85",,650532654582,42614
male,Netherlands,2004,75+ years,6,83,366987,"22,62",,650532654582,42614
male,Netherlands,2005,15-24 years,5,78,992090,"7,86",891,678533764457,44289
male,Netherlands,2005,25-34 years,3,144,1078642,"13,35",891,678533764457,44289
male,Netherlands,2005,35-54 years,1,503,2502562,"20,1",891,678533764457,44289
male,Netherlands,2005,5-14 years,5,11,1021870,"1,08",891,678533764457,44289
male,Netherlands,2005,55-74 years,6,258,1587471,"16,25",891,678533764457,44289
male,Netherlands,2005,75+ years,6,80,377913,"21,17",891,678533764457,44289
male,Netherlands,2006,15-24 years,5,91,996333,"9,13",,726649102998,47281
male,Netherlands,2006,25-34 years,3,143,1044859,"13,69",,726649102998,47281
male,Netherlands,2006,35-54 years,1,468,2508382,"18,66",,726649102998,47281
male,Netherlands,2006,5-14 years,5,1,1019999,"0,1",,726649102998,47281
male,Netherlands,2006,55-74 years,6,248,1623656,"15,27",,726649102998,47281
male,Netherlands,2006,75+ years,6,95,389546,"24,39",,726649102998,47281
male,Netherlands,2007,15-24 years,5,72,1003453,"7,18",,839419655078,54418
male,Netherlands,2007,25-34 years,3,114,1018680,"11,19",,839419655078,54418
male,Netherlands,2007,35-54 years,1,427,2508053,"17,03",,839419655078,54418
male,Netherlands,2007,5-14 years,4,5,1018393,"0,49",,839419655078,54418
male,Netherlands,2007,55-74 years,6,250,1660580,"15,05",,839419655078,54418
male,Netherlands,2007,75+ years,6,76,401873,"18,91",,839419655078,54418
male,Netherlands,2008,15-24 years,5,67,1014326,"6,61",,936228211513,60375
male,Netherlands,2008,25-34 years,3,119,1005566,"11,83",,936228211513,60375
male,Netherlands,2008,35-54 years,1,462,2502579,"18,46",,936228211513,60375
male,Netherlands,2008,5-14 years,4,5,1018474,"0,49",,936228211513,60375
male,Netherlands,2008,55-74 years,6,252,1698728,"14,83",,936228211513,60375
male,Netherlands,2008,75+ years,6,86,414420,"20,75",,936228211513,60375
male,Netherlands,2009,15-24 years,5,77,1025904,"7,51",,857932759100,54988
male,Netherlands,2009,25-34 years,3,115,1003333,"11,46",,857932759100,54988
male,Netherlands,2009,35-54 years,1,484,2493610,"19,41",,857932759100,54988
male,Netherlands,2009,5-14 years,4,6,1017952,"0,59",,857932759100,54988
male,Netherlands,2009,55-74 years,6,290,1737021,"16,7",,857932759100,54988
male,Netherlands,2009,75+ years,6,96,427097,"22,48",,857932759100,54988
male,Netherlands,2010,15-24 years,5,97,1034368,"9,38",909,836389937229,53302
male,Netherlands,2010,25-34 years,3,115,1005583,"11,44",909,836389937229,53302
male,Netherlands,2010,35-54 years,3,496,2479310,"20,01",909,836389937229,53302
male,Netherlands,2010,5-14 years,4,5,1015895,"0,49",909,836389937229,53302
male,Netherlands,2010,55-74 years,6,332,1774913,"18,71",909,836389937229,53302
male,Netherlands,2010,75+ years,6,82,440573,"18,61",909,836389937229,53302
male,Netherlands,2011,15-24 years,5,85,1039605,"8,18",919,893757287202,56667
male,Netherlands,2011,25-34 years,5,138,1010996,"13,65",919,893757287202,56667
male,Netherlands,2011,35-54 years,3,504,2459735,"20,49",919,893757287202,56667
male,Netherlands,2011,5-14 years,4,3,1013127,"0,3",919,893757287202,56667
male,Netherlands,2011,55-74 years,1,316,1813398,"17,43",919,893757287202,56667
male,Netherlands,2011,75+ years,6,91,455083,20,919,893757287202,56667
male,Netherlands,2012,15-24 years,5,97,1041845,"9,31","0,92",828946812397,52334
male,Netherlands,2012,25-34 years,5,143,1017789,"14,05","0,92",828946812397,52334
male,Netherlands,2012,35-54 years,3,532,2436155,"21,84","0,92",828946812397,52334
male,Netherlands,2012,5-14 years,4,4,1008342,"0,4","0,92",828946812397,52334
male,Netherlands,2012,55-74 years,1,319,1852538,"17,22","0,92",828946812397,52334
male,Netherlands,2012,75+ years,6,91,469742,"19,37","0,92",828946812397,52334
male,Netherlands,2013,15-24 years,5,93,1044562,"8,9","0,92",866680000367,54510
male,Netherlands,2013,25-34 years,5,137,1024168,"13,38","0,92",866680000367,54510
male,Netherlands,2013,35-54 years,3,555,2410644,"23,02","0,92",866680000367,54510
male,Netherlands,2013,5-14 years,4,4,1002074,"0,4","0,92",866680000367,54510
male,Netherlands,2013,55-74 years,1,409,1890352,"21,64","0,92",866680000367,54510
male,Netherlands,2013,75+ years,6,109,485554,"22,45","0,92",866680000367,54510
male,Netherlands,2014,15-24 years,5,81,1044562,"7,75",922,879635084125,55325
male,Netherlands,2014,25-34 years,5,117,1024168,"11,42",922,879635084125,55325
male,Netherlands,2014,35-54 years,3,563,2410644,"23,35",922,879635084125,55325
male,Netherlands,2014,5-14 years,4,1,1002074,"0,1",922,879635084125,55325
male,Netherlands,2014,55-74 years,1,391,1890352,"20,68",922,879635084125,55325
male,Netherlands,2014,75+ years,6,97,485554,"19,98",922,879635084125,55325
male,Netherlands,2015,15-24 years,5,89,1058675,"8,41",,757999453314,47206
male,Netherlands,2015,25-34 years,5,146,1045012,"13,97",,757999453314,47206
male,Netherlands,2015,35-54 years,3,499,2362263,"21,12",,757999453314,47206
male,Netherlands,2015,5-14 years,4,1,987750,"0,1",,757999453314,47206
male,Netherlands,2015,55-74 years,1,418,1966083,"21,26",,757999453314,47206
male,Netherlands,2015,75+ years,6,129,523197,"24,66",,757999453314,47206
male,Netherlands,2016,15-24 years,5,77,1067719,"7,21",,777227541581,48108
male,Netherlands,2016,25-34 years,5,159,1061905,"14,97",,777227541581,48108
male,Netherlands,2016,35-54 years,3,478,2341693,"20,41",,777227541581,48108
male,Netherlands,2016,5-14 years,,,,,,,
male,Netherlands,2016,55-74 years,1,436,2004642,"21,75",,777227541581,48108
male,Netherlands,2016,75+ years,6,123,541327,"22,72",,777227541581,48108
male,New Zealand,1985,15-24 years,3,60,305400,"19,65",805,24950895141,8246
male,New Zealand,1985,25-34 years,1,51,255400,"19,97",805,24950895141,8246
male,New Zealand,1985,35-54 years,6,64,371200,"17,24",805,24950895141,8246
male,New Zealand,1985,5-14 years,3,2,282800,"0,71",805,24950895141,8246
male,New Zealand,1985,55-74 years,2,60,235700,"25,46",805,24950895141,8246
male,New Zealand,1985,75+ years,2,18,46900,"38,38",805,24950895141,8246
male,New Zealand,1986,15-24 years,3,68,296200,"22,96",,30604668357,10114
male,New Zealand,1986,25-34 years,1,53,258000,"20,54",,30604668357,10114
male,New Zealand,1986,35-54 years,6,100,376100,"26,59",,30604668357,10114
male,New Zealand,1986,5-14 years,3,2,276600,"0,72",,30604668357,10114
male,New Zealand,1986,55-74 years,2,60,237900,"25,22",,30604668357,10114
male,New Zealand,1986,75+ years,2,18,49400,"36,44",,30604668357,10114
male,New Zealand,1987,15-24 years,3,93,295500,"31,47",,40338594862,13238
male,New Zealand,1987,25-34 years,1,79,262900,"30,05",,40338594862,13238
male,New Zealand,1987,35-54 years,6,92,384800,"23,91",,40338594862,13238
male,New Zealand,1987,5-14 years,3,7,269800,"2,59",,40338594862,13238
male,New Zealand,1987,55-74 years,2,64,238500,"26,83",,40338594862,13238
male,New Zealand,1987,75+ years,2,28,51100,"54,79",,40338594862,13238
male,New Zealand,1988,15-24 years,3,106,291700,"36,34",,45493075684,14890
male,New Zealand,1988,25-34 years,1,72,267600,"26,91",,45493075684,14890
male,New Zealand,1988,35-54 years,6,102,390900,"26,09",,45493075684,14890
male,New Zealand,1988,5-14 years,3,2,263500,"0,76",,45493075684,14890
male,New Zealand,1988,55-74 years,2,79,238700,"33,1",,45493075684,14890
male,New Zealand,1988,75+ years,2,20,52400,"38,17",,45493075684,14890
male,New Zealand,1989,15-24 years,3,111,285400,"38,89",,44170562822,14417
male,New Zealand,1989,25-34 years,1,79,267800,"29,5",,44170562822,14417
male,New Zealand,1989,35-54 years,6,96,396900,"24,19",,44170562822,14417
male,New Zealand,1989,5-14 years,3,8,260100,"3,08",,44170562822,14417
male,New Zealand,1989,55-74 years,2,57,240700,"23,68",,44170562822,14417
male,New Zealand,1989,75+ years,2,21,54400,"38,6",,44170562822,14417
male,New Zealand,1990,15-24 years,3,111,283700,"39,13","0,82",45519034244,14734
male,New Zealand,1990,25-34 years,1,72,269100,"26,76","0,82",45519034244,14734
male,New Zealand,1990,35-54 years,6,99,407200,"24,31","0,82",45519034244,14734
male,New Zealand,1990,5-14 years,3,2,257900,"0,78","0,82",45519034244,14734
male,New Zealand,1990,55-74 years,2,58,242600,"23,91","0,82",45519034244,14734
male,New Zealand,1990,75+ years,2,21,56000,"37,5","0,82",45519034244,14734
male,New Zealand,1991,15-24 years,3,109,285900,"38,13",,42756020707,13345
male,New Zealand,1991,25-34 years,1,95,277700,"34,21",,42756020707,13345
male,New Zealand,1991,35-54 years,1,110,428300,"25,68",,42756020707,13345
male,New Zealand,1991,5-14 years,5,4,265700,"1,51",,42756020707,13345
male,New Zealand,1991,55-74 years,6,45,252700,"17,81",,42756020707,13345
male,New Zealand,1991,75+ years,2,17,58300,"29,16",,42756020707,13345
male,New Zealand,1992,15-24 years,3,112,284800,"39,33",,41636005955,12868
male,New Zealand,1992,25-34 years,1,98,278400,"35,2",,41636005955,12868
male,New Zealand,1992,35-54 years,1,101,440400,"22,93",,41636005955,12868
male,New Zealand,1992,5-14 years,5,4,267200,"1,5",,41636005955,12868
male,New Zealand,1992,55-74 years,6,67,254700,"26,31",,41636005955,12868
male,New Zealand,1992,75+ years,2,15,60000,25,,41636005955,12868
male,New Zealand,1993,15-24 years,3,110,282600,"38,92",,46712018141,14271
male,New Zealand,1993,25-34 years,1,78,279500,"27,91",,46712018141,14271
male,New Zealand,1993,35-54 years,1,95,452700,"20,99",,46712018141,14271
male,New Zealand,1993,5-14 years,5,2,271200,"0,74",,46712018141,14271
male,New Zealand,1993,55-74 years,6,49,257600,"19,02",,46712018141,14271
male,New Zealand,1993,75+ years,2,15,61000,"24,59",,46712018141,14271
male,New Zealand,1994,15-24 years,3,111,280300,"39,6",,55154160816,16615
male,New Zealand,1994,25-34 years,1,93,281200,"33,07",,55154160816,16615
male,New Zealand,1994,35-54 years,1,102,466900,"21,85",,55154160816,16615
male,New Zealand,1994,5-14 years,5,5,276200,"1,81",,55154160816,16615
male,New Zealand,1994,55-74 years,6,76,261200,"29,1",,55154160816,16615
male,New Zealand,1994,75+ years,2,22,62200,"35,37",,55154160816,16615
male,New Zealand,1995,15-24 years,3,123,278900,"44,1",855,63918039320,18945
male,New Zealand,1995,25-34 years,3,96,283000,"33,92",855,63918039320,18945
male,New Zealand,1995,35-54 years,1,123,481700,"25,53",855,63918039320,18945
male,New Zealand,1995,5-14 years,5,4,282500,"1,42",855,63918039320,18945
